chr,region,ctrl_18w_methy_site_num,chr,region,ccl4_18w_methy_site_num
chr10,9.2e+07,3175,chr10,9.2e+07,3400
chr10,92500000,2790,chr10,92500000,3075
chr10,9.3e+07,2834,chr10,9.3e+07,3080
chr10,93500000,3445,chr10,93500000,3892
chr10,9.4e+07,2627,chr10,9.4e+07,3255
chr10,94500000,3861,chr10,94500000,4787
chr10,9.5e+07,4427,chr10,9.5e+07,5253
chr10,95500000,4907,chr10,95500000,5569
chr10,9.6e+07,4115,chr10,9.6e+07,4756
chr10,96500000,3775,chr10,96500000,4137
chr10,9.7e+07,3800,chr10,9.7e+07,4047
chr10,97500000,3005,chr10,97500000,3130
chr10,9.8e+07,2589,chr10,9.8e+07,2464
chr10,98500000,2492,chr10,98500000,2595
chr10,9.9e+07,3752,chr10,9.9e+07,4024
chr10,99500000,5040,chr10,99500000,6005
chr10,1e+08,3949,chr10,1e+08,4227
chr10,100500000,3123,chr10,100500000,3220
chr10,1.01e+08,2998,chr10,1.01e+08,3045
chr10,101500000,2132,chr10,101500000,2092
chr10,1.02e+08,2153,chr10,1.02e+08,2122
chr10,102500000,2291,chr10,102500000,2306
chr10,1.03e+08,2644,chr10,1.03e+08,2624
chr10,103500000,2604,chr10,103500000,2544
chr10,1.04e+08,1179,chr10,1.04e+08,1155
chr10,104500000,1054,chr10,104500000,1044
chr10,1.05e+08,1335,chr10,1.05e+08,1297
chr10,105500000,2213,chr10,105500000,2298
chr10,1.06e+08,3019,chr10,1.06e+08,3337
chr10,106500000,2526,chr10,106500000,2450
chr10,1.07e+08,2719,chr10,1.07e+08,2708
chr10,107500000,3136,chr10,107500000,3202
chr10,1.08e+08,3072,chr10,1.08e+08,3151
chr10,108500000,4296,chr10,108500000,4648
chr10,1.09e+08,4003,chr10,1.09e+08,3968
chr10,109500000,2787,chr10,109500000,2910
chr10,1.1e+08,3359,chr10,1.1e+08,3578
chr10,110500000,3338,chr10,110500000,3271
chr10,1.11e+08,4050,chr10,1.11e+08,4645
chr10,111500000,4670,chr10,111500000,5055
chr10,1.12e+08,4921,chr10,1.12e+08,5360
chr10,112500000,3424,chr10,112500000,3536
chr10,1.13e+08,2924,chr10,1.13e+08,2942
chr10,113500000,2704,chr10,113500000,2730
chr10,1.14e+08,2361,chr10,1.14e+08,2361
chr10,114500000,2347,chr10,114500000,2244
chr10,1.15e+08,3168,chr10,1.15e+08,3298
chr10,115500000,4927,chr10,115500000,5526
chr10,1.16e+08,4187,chr10,1.16e+08,4441
chr10,116500000,4870,chr10,116500000,5326
chr10,1.17e+08,4973,chr10,1.17e+08,5696
chr10,117500000,4802,chr10,117500000,5448
chr10,1.18e+08,5129,chr10,1.18e+08,6369
chr10,118500000,2756,chr10,118500000,3197
chr10,1.19e+08,4222,chr10,1.19e+08,4860
chr10,119500000,4467,chr10,119500000,5266
chr10,1.2e+08,4985,chr10,1.2e+08,5490
chr10,120500000,5655,chr10,120500000,6646
chr10,1.21e+08,5100,chr10,1.21e+08,5765
chr10,121500000,4548,chr10,121500000,5364
chr10,1.22e+08,4859,chr10,1.22e+08,5780
chr10,122500000,3402,chr10,122500000,3889
chr10,1.23e+08,4229,chr10,1.23e+08,4921
chr10,123500000,3985,chr10,123500000,4312
chr10,1.24e+08,2908,chr10,1.24e+08,3162
chr10,124500000,2191,chr10,124500000,2208
chr10,1.25e+08,2244,chr10,1.25e+08,2296
chr10,125500000,3566,chr10,125500000,3771
chr10,1.26e+08,3898,chr10,1.26e+08,4130
chr10,126500000,3736,chr10,126500000,4243
chr10,1.27e+08,4295,chr10,1.27e+08,4820
chr10,127500000,4577,chr10,127500000,5691
chr10,1.28e+08,3911,chr10,1.28e+08,4793
chr10,128500000,4352,chr10,128500000,5136
chr10,1.29e+08,3826,chr10,1.29e+08,4651
chr10,129500000,2232,chr10,129500000,2348
chr10,1.3e+08,1836,chr10,1.3e+08,1841
chr10,130500000,2102,chr10,130500000,2208
chr11,3500000,3773,chr11,3500000,4284
chr11,4e+06,4078,chr11,4e+06,4894
chr11,4500000,4127,chr11,4500000,5034
chr11,5e+06,3682,chr11,5e+06,4419
chr11,5500000,3723,chr11,5500000,4650
chr11,6e+06,4023,chr11,6e+06,5068
chr11,6500000,3897,chr11,6500000,4628
chr11,7e+06,3605,chr11,7e+06,4365
chr11,7500000,3418,chr11,7500000,4154
chr11,8e+06,2236,chr11,8e+06,2427
chr11,8500000,2757,chr11,8500000,3048
chr11,9e+06,3223,chr11,9e+06,3706
chr11,9500000,2529,chr11,9500000,2814
chr11,1e+07,1833,chr11,1e+07,1832
chr11,10500000,2181,chr11,10500000,2119
chr11,1.1e+07,2086,chr11,1.1e+07,2145
chr11,11500000,2277,chr11,11500000,2340
chr11,1.2e+07,3634,chr11,1.2e+07,4056
chr11,12500000,2796,chr11,12500000,2886
chr11,1.3e+07,2035,chr11,1.3e+07,2210
chr11,13500000,1677,chr11,13500000,1752
chr11,1.4e+07,1793,chr11,1.4e+07,1782
chr11,14500000,1877,chr11,14500000,1875
chr11,1.5e+07,1537,chr11,1.5e+07,1583
chr11,15500000,1724,chr11,15500000,1757
chr11,1.6e+07,1688,chr11,1.6e+07,1651
chr11,16500000,1880,chr11,16500000,1994
chr11,1.7e+07,2944,chr11,1.7e+07,3216
chr11,17500000,2873,chr11,17500000,3161
chr11,1.8e+07,2059,chr11,1.8e+07,2183
chr11,18500000,1704,chr11,18500000,1710
chr11,1.9e+07,2393,chr11,1.9e+07,2595
chr11,19500000,3531,chr11,19500000,3885
chr11,2e+07,3708,chr11,2e+07,4095
chr11,20500000,3303,chr11,20500000,4019
chr11,2.1e+07,3459,chr11,2.1e+07,3718
chr11,21500000,2743,chr11,21500000,3005
chr11,2.2e+07,2456,chr11,2.2e+07,2666
chr11,22500000,2837,chr11,22500000,3167
chr11,2.3e+07,3163,chr11,2.3e+07,3594
chr11,23500000,2953,chr11,23500000,3217
chr11,2.4e+07,3081,chr11,2.4e+07,3479
chr11,24500000,3755,chr11,24500000,4209
chr11,2.5e+07,2160,chr11,2.5e+07,2208
chr11,25500000,2362,chr11,25500000,2497
chr11,2.6e+07,2297,chr11,2.6e+07,2425
chr11,26500000,2546,chr11,26500000,2554
chr11,2.7e+07,2156,chr11,2.7e+07,2052
chr11,27500000,2026,chr11,27500000,2044
chr11,2.8e+07,1753,chr11,2.8e+07,1790
chr11,28500000,1880,chr11,28500000,1943
chr11,2.9e+07,2033,chr11,2.9e+07,2098
chr11,29500000,2009,chr11,29500000,2205
chr11,3e+07,2714,chr11,3e+07,2989
chr11,30500000,2436,chr11,30500000,2802
chr11,3.1e+07,1450,chr11,3.1e+07,1596
chr11,31500000,1437,chr11,31500000,1675
chr11,3.2e+07,2417,chr11,3.2e+07,2869
chr11,32500000,3310,chr11,32500000,4094
chr11,3.3e+07,3197,chr11,3.3e+07,4115
chr11,33500000,3840,chr11,33500000,4123
chr11,3.4e+07,3980,chr11,3.4e+07,4677
chr11,34500000,3866,chr11,34500000,4476
chr11,3.5e+07,2794,chr11,3.5e+07,2862
chr11,35500000,4229,chr11,35500000,4971
chr11,3.6e+07,4418,chr11,3.6e+07,5322
chr11,36500000,3517,chr11,36500000,4076
chr11,3.7e+07,3597,chr11,3.7e+07,3764
chr11,37500000,2891,chr11,37500000,2941
chr11,3.8e+07,2296,chr11,3.8e+07,2364
chr11,38500000,2214,chr11,38500000,2256
chr11,3.9e+07,2106,chr11,3.9e+07,2149
chr11,39500000,1863,chr11,39500000,1903
chr11,4e+07,2292,chr11,4e+07,2301
chr11,40500000,2338,chr11,40500000,2343
chr11,4.1e+07,2811,chr11,4.1e+07,2968
chr11,41500000,1876,chr11,41500000,1858
chr11,4.2e+07,2007,chr11,4.2e+07,2068
chr11,42500000,2479,chr11,42500000,2360
chr11,4.3e+07,2453,chr11,4.3e+07,2445
chr11,43500000,2993,chr11,43500000,3447
chr11,4.4e+07,3594,chr11,4.4e+07,4321
chr11,44500000,3019,chr11,44500000,3632
chr11,4.5e+07,4318,chr11,4.5e+07,4793
chr11,45500000,3010,chr11,45500000,3210
chr11,4.6e+07,3633,chr11,4.6e+07,4198
chr11,46500000,4170,chr11,46500000,4871
chr11,4.7e+07,2235,chr11,4.7e+07,2459
chr11,47500000,2440,chr11,47500000,2576
chr11,4.8e+07,2526,chr11,4.8e+07,2451
chr11,48500000,2483,chr11,48500000,2510
chr11,4.9e+07,3612,chr11,4.9e+07,3979
chr11,49500000,2883,chr11,49500000,3235
chr11,5e+07,4083,chr11,5e+07,4656
chr11,50500000,4451,chr11,50500000,5186
chr11,5.1e+07,4073,chr11,5.1e+07,5166
chr11,51500000,3822,chr11,51500000,4464
chr11,5.2e+07,4589,chr11,5.2e+07,5399
chr11,52500000,4044,chr11,52500000,4749
chr11,5.3e+07,4101,chr11,5.3e+07,4632
chr11,53500000,4140,chr11,53500000,5105
chr11,5.4e+07,4446,chr11,5.4e+07,5144
chr11,54500000,3514,chr11,54500000,4137
chr11,5.5e+07,3538,chr11,5.5e+07,4143
chr11,55500000,4058,chr11,55500000,5088
chr11,5.6e+07,3026,chr11,5.6e+07,3453
chr11,56500000,2718,chr11,56500000,2953
chr11,5.7e+07,2555,chr11,5.7e+07,2664
chr11,57500000,2665,chr11,57500000,3139
chr11,5.8e+07,2910,chr11,5.8e+07,3507
chr11,58500000,2786,chr11,58500000,3574
chr11,5.9e+07,2715,chr11,5.9e+07,3318
chr11,59500000,3563,chr11,59500000,4741
chr11,6e+07,4451,chr11,6e+07,5345
chr11,60500000,3858,chr11,60500000,5017
chr11,6.1e+07,3472,chr11,6.1e+07,4472
chr11,61500000,4536,chr11,61500000,5413
chr11,6.2e+07,3760,chr11,6.2e+07,4115
chr11,62500000,4042,chr11,62500000,4321
chr11,6.3e+07,4460,chr11,6.3e+07,5383
chr11,63500000,3852,chr11,63500000,4495
chr11,6.4e+07,3739,chr11,6.4e+07,4431
chr11,64500000,3101,chr11,64500000,3679
chr11,6.5e+07,2707,chr11,6.5e+07,2905
chr11,65500000,4040,chr11,65500000,4455
chr11,6.6e+07,3095,chr11,6.6e+07,3390
chr11,66500000,2794,chr11,66500000,3016
chr11,6.7e+07,2841,chr11,6.7e+07,3206
chr11,67500000,4568,chr11,67500000,5442
chr11,6.8e+07,3741,chr11,6.8e+07,4393
chr11,68500000,4481,chr11,68500000,5464
chr11,6.9e+07,4294,chr11,6.9e+07,5115
chr11,69500000,5269,chr11,69500000,6479
chr11,7e+07,4505,chr11,7e+07,5858
chr11,70500000,4482,chr11,70500000,5493
chr11,7.1e+07,4038,chr11,7.1e+07,4846
chr11,71500000,2119,chr11,71500000,2368
chr11,7.2e+07,3669,chr11,7.2e+07,4212
chr11,72500000,4233,chr11,72500000,5149
chr11,7.3e+07,3373,chr11,7.3e+07,4061
chr11,73500000,3397,chr11,73500000,3925
chr11,7.4e+07,2199,chr11,7.4e+07,2286
chr11,74500000,2823,chr11,74500000,3140
chr11,7.5e+07,3492,chr11,7.5e+07,4089
chr11,75500000,4180,chr11,75500000,5120
chr11,7.6e+07,3956,chr11,7.6e+07,5161
chr11,76500000,4039,chr11,76500000,5007
chr11,7.7e+07,3812,chr11,7.7e+07,4439
chr11,77500000,3507,chr11,77500000,3840
chr11,7.8e+07,3793,chr11,7.8e+07,4574
chr11,78500000,4488,chr11,78500000,5605
chr11,7.9e+07,4162,chr11,7.9e+07,4973
chr11,79500000,3714,chr11,79500000,4538
chr11,8e+07,3923,chr11,8e+07,4889
chr11,80500000,3574,chr11,80500000,4200
chr11,8.1e+07,3799,chr11,8.1e+07,4428
chr11,81500000,3970,chr11,81500000,4248
chr11,8.2e+07,3524,chr11,8.2e+07,4001
chr11,82500000,3430,chr11,82500000,4101
chr11,8.3e+07,4307,chr11,8.3e+07,5012
chr11,83500000,3676,chr11,83500000,4288
chr11,8.4e+07,4056,chr11,8.4e+07,4626
chr11,84500000,4037,chr11,84500000,4411
chr11,8.5e+07,4191,chr11,8.5e+07,5036
chr11,85500000,3481,chr11,85500000,3750
chr11,8.6e+07,4712,chr11,8.6e+07,5508
chr11,86500000,4004,chr11,86500000,4237
chr11,8.7e+07,4020,chr11,8.7e+07,4514
chr11,87500000,3949,chr11,87500000,4748
chr11,8.8e+07,3667,chr11,8.8e+07,4583
chr11,88500000,3219,chr11,88500000,3940
chr11,8.9e+07,3107,chr11,8.9e+07,3762
chr11,89500000,2964,chr11,89500000,3458
chr11,9e+07,2696,chr11,9e+07,3013
chr11,90500000,4067,chr11,90500000,4866
chr11,9.1e+07,3447,chr11,9.1e+07,3700
chr11,91500000,2773,chr11,91500000,2867
chr11,9.2e+07,2080,chr11,9.2e+07,2076
chr11,92500000,1940,chr11,92500000,1980
chr11,9.3e+07,1818,chr11,9.3e+07,1869
chr11,93500000,2695,chr11,93500000,2843
chr11,9.4e+07,3365,chr11,9.4e+07,3764
chr11,94500000,3720,chr11,94500000,4437
chr11,9.5e+07,3308,chr11,9.5e+07,4293
chr11,95500000,4221,chr11,95500000,5345
chr11,9.6e+07,4003,chr11,9.6e+07,5114
chr11,96500000,4494,chr11,96500000,5327
chr11,9.7e+07,4423,chr11,9.7e+07,5885
chr11,97500000,3799,chr11,97500000,4670
chr11,9.8e+07,3714,chr11,9.8e+07,5158
chr11,98500000,4043,chr11,98500000,5291
chr11,9.9e+07,4880,chr11,9.9e+07,5771
chr11,99500000,4397,chr11,99500000,5324
chr11,1e+08,2941,chr11,1e+08,3160
chr11,100500000,4179,chr11,100500000,5046
chr11,1.01e+08,4639,chr11,1.01e+08,5765
chr11,101500000,4853,chr11,101500000,6088
chr11,1.02e+08,4746,chr11,1.02e+08,5615
chr11,102500000,4238,chr11,102500000,5108
chr11,1.03e+08,4043,chr11,1.03e+08,5049
chr11,103500000,4319,chr11,103500000,5663
chr11,1.04e+08,4376,chr11,1.04e+08,5316
chr11,104500000,3712,chr11,104500000,4490
chr11,1.05e+08,3358,chr11,1.05e+08,3775
chr11,105500000,3800,chr11,105500000,4260
chr11,1.06e+08,2936,chr11,1.06e+08,3322
chr11,106500000,4250,chr11,106500000,4956
chr11,1.07e+08,4214,chr11,1.07e+08,5070
chr11,107500000,4773,chr11,107500000,5971
chr11,1.08e+08,4110,chr11,1.08e+08,4928
chr11,108500000,4160,chr11,108500000,4683
chr11,1.09e+08,3459,chr11,1.09e+08,3799
chr11,109500000,4531,chr11,109500000,5463
chr11,1.1e+08,4055,chr11,1.1e+08,4882
chr11,110500000,4235,chr11,110500000,4715
chr11,1.11e+08,3252,chr11,1.11e+08,3361
chr11,111500000,2818,chr11,111500000,3015
chr11,1.12e+08,3521,chr11,1.12e+08,3667
chr11,112500000,3694,chr11,112500000,4184
chr11,1.13e+08,4128,chr11,1.13e+08,4842
chr11,113500000,4075,chr11,113500000,5043
chr11,1.14e+08,4590,chr11,1.14e+08,5789
chr11,114500000,4194,chr11,114500000,5266
chr11,1.15e+08,3671,chr11,1.15e+08,4603
chr11,115500000,4268,chr11,115500000,5307
chr11,1.16e+08,4211,chr11,1.16e+08,5448
chr11,116500000,4802,chr11,116500000,6392
chr11,1.17e+08,4030,chr11,1.17e+08,5409
chr11,117500000,4617,chr11,117500000,6014
chr11,1.18e+08,4250,chr11,1.18e+08,5582
chr11,118500000,4921,chr11,118500000,6092
chr11,1.19e+08,4503,chr11,1.19e+08,5581
chr11,119500000,4613,chr11,119500000,6016
chr11,1.2e+08,3996,chr11,1.2e+08,5205
chr11,120500000,4777,chr11,120500000,6272
chr11,1.21e+08,4680,chr11,1.21e+08,6120
chr11,121500000,3994,chr11,121500000,4599
chr11,1.22e+08,3275,chr11,1.22e+08,3697
chr12,3500000,3277,chr12,3500000,3680
chr12,4e+06,4033,chr12,4e+06,4605
chr12,4500000,3826,chr12,4500000,4447
chr12,5e+06,3746,chr12,5e+06,4256
chr12,5500000,3976,chr12,5500000,4643
chr12,6e+06,2547,chr12,6e+06,2801
chr12,6500000,2117,chr12,6500000,2105
chr12,7e+06,2203,chr12,7e+06,2198
chr12,7500000,2283,chr12,7500000,2263
chr12,8e+06,2785,chr12,8e+06,3002
chr12,8500000,3437,chr12,8500000,3946
chr12,9e+06,3988,chr12,9e+06,4401
chr12,9500000,3123,chr12,9500000,3334
chr12,1e+07,2430,chr12,1e+07,2333
chr12,10500000,2008,chr12,10500000,1964
chr12,1.1e+07,2317,chr12,1.1e+07,2452
chr12,11500000,2947,chr12,11500000,3268
chr12,1.2e+07,1794,chr12,1.2e+07,1912
chr12,12500000,2796,chr12,12500000,3084
chr12,1.3e+07,3373,chr12,1.3e+07,3996
chr12,13500000,3439,chr12,13500000,3680
chr12,1.4e+07,2634,chr12,1.4e+07,2746
chr12,14500000,1917,chr12,14500000,1994
chr12,1.5e+07,1872,chr12,1.5e+07,1959
chr12,15500000,1782,chr12,15500000,1830
chr12,1.6e+07,2810,chr12,1.6e+07,3040
chr12,16500000,2171,chr12,16500000,2294
chr12,1.7e+07,2697,chr12,1.7e+07,3235
chr12,17500000,2692,chr12,17500000,3381
chr12,1.8e+07,2735,chr12,1.8e+07,3145
chr12,18500000,4049,chr12,18500000,4242
chr12,1.9e+07,3581,chr12,1.9e+07,3722
chr12,19500000,2028,chr12,19500000,2324
chr12,2e+07,1504,chr12,2e+07,1533
chr12,20500000,2915,chr12,20500000,3078
chr12,2.1e+07,2442,chr12,2.1e+07,2769
chr12,21500000,2509,chr12,21500000,2951
chr12,2.2e+07,1131,chr12,2.2e+07,1242
chr12,22500000,960,chr12,22500000,1038
chr12,2.3e+07,377,chr12,2.3e+07,484
chr12,23500000,2411,chr12,23500000,2444
chr12,2.4e+07,818,chr12,2.4e+07,937
chr12,24500000,2154,chr12,24500000,2398
chr12,2.5e+07,2906,chr12,2.5e+07,3491
chr12,25500000,2978,chr12,25500000,3545
chr12,2.6e+07,2192,chr12,2.6e+07,2380
chr12,26500000,2372,chr12,26500000,2789
chr12,2.7e+07,1851,chr12,2.7e+07,2189
chr12,27500000,2039,chr12,27500000,2377
chr12,2.8e+07,1738,chr12,2.8e+07,1933
chr12,28500000,1855,chr12,28500000,2010
chr12,2.9e+07,2553,chr12,2.9e+07,3214
chr12,29500000,2339,chr12,29500000,2732
chr12,3e+07,2940,chr12,3e+07,3123
chr12,30500000,2488,chr12,30500000,2731
chr12,3.1e+07,2427,chr12,3.1e+07,2494
chr12,31500000,3979,chr12,31500000,4558
chr12,3.2e+07,3503,chr12,3.2e+07,3818
chr12,32500000,3010,chr12,32500000,3353
chr12,3.3e+07,2735,chr12,3.3e+07,3099
chr12,33500000,3956,chr12,33500000,4673
chr12,3.4e+07,2761,chr12,3.4e+07,2929
chr12,34500000,3125,chr12,34500000,3120
chr12,3.5e+07,2632,chr12,3.5e+07,2752
chr12,35500000,2121,chr12,35500000,2225
chr12,3.6e+07,2398,chr12,3.6e+07,2582
chr12,36500000,3268,chr12,36500000,3496
chr12,3.7e+07,2256,chr12,3.7e+07,2156
chr12,37500000,2140,chr12,37500000,2058
chr12,3.8e+07,2069,chr12,3.8e+07,2055
chr12,38500000,2301,chr12,38500000,2156
chr12,3.9e+07,2876,chr12,3.9e+07,2836
chr12,39500000,2210,chr12,39500000,2220
chr12,4e+07,2721,chr12,4e+07,2788
chr12,40500000,3966,chr12,40500000,4287
chr12,4.1e+07,3689,chr12,4.1e+07,3897
chr12,41500000,3340,chr12,41500000,3413
chr12,4.2e+07,2591,chr12,4.2e+07,2515
chr12,42500000,2201,chr12,42500000,2130
chr12,4.3e+07,1783,chr12,4.3e+07,1724
chr12,43500000,1672,chr12,43500000,1566
chr12,4.4e+07,2197,chr12,4.4e+07,2187
chr12,44500000,2860,chr12,44500000,2951
chr12,4.5e+07,2723,chr12,4.5e+07,2876
chr12,45500000,2462,chr12,45500000,2621
chr12,4.6e+07,2336,chr12,4.6e+07,2296
chr12,46500000,2251,chr12,46500000,2278
chr12,4.7e+07,2552,chr12,4.7e+07,2468
chr12,47500000,2039,chr12,47500000,1913
chr12,4.8e+07,1974,chr12,4.8e+07,1808
chr12,48500000,1957,chr12,48500000,1963
chr12,4.9e+07,2022,chr12,4.9e+07,1929
chr12,49500000,2462,chr12,49500000,2588
chr12,5e+07,2148,chr12,5e+07,2148
chr12,50500000,2676,chr12,50500000,2619
chr12,5.1e+07,2788,chr12,5.1e+07,2909
chr12,51500000,4006,chr12,51500000,4096
chr12,5.2e+07,3915,chr12,5.2e+07,4344
chr12,52500000,3218,chr12,52500000,3516
chr12,5.3e+07,3716,chr12,5.3e+07,4037
chr12,53500000,3982,chr12,53500000,4218
chr12,5.4e+07,4269,chr12,5.4e+07,4423
chr12,54500000,4095,chr12,54500000,4544
chr12,5.5e+07,3032,chr12,5.5e+07,3501
chr12,55500000,2902,chr12,55500000,3321
chr12,5.6e+07,3600,chr12,5.6e+07,3965
chr12,56500000,3724,chr12,56500000,3881
chr12,5.7e+07,3949,chr12,5.7e+07,4248
chr12,57500000,3213,chr12,57500000,3254
chr12,5.8e+07,2843,chr12,5.8e+07,3001
chr12,58500000,2293,chr12,58500000,2299
chr12,5.9e+07,3080,chr12,5.9e+07,3042
chr12,59500000,3384,chr12,59500000,3852
chr12,6e+07,2134,chr12,6e+07,2225
chr12,60500000,1858,chr12,60500000,1781
chr12,6.1e+07,1906,chr12,6.1e+07,1864
chr12,61500000,1620,chr12,61500000,1519
chr12,6.2e+07,2072,chr12,6.2e+07,1944
chr12,62500000,1965,chr12,62500000,1893
chr12,6.3e+07,1842,chr12,6.3e+07,1733
chr12,63500000,1640,chr12,63500000,1566
chr12,6.4e+07,1977,chr12,6.4e+07,1920
chr12,64500000,1815,chr12,64500000,1843
chr12,6.5e+07,2475,chr12,6.5e+07,2450
chr12,65500000,3182,chr12,65500000,3395
chr12,6.6e+07,2191,chr12,6.6e+07,2274
chr12,66500000,2306,chr12,66500000,2311
chr12,6.7e+07,2445,chr12,6.7e+07,2438
chr12,67500000,2319,chr12,67500000,2161
chr12,6.8e+07,2271,chr12,6.8e+07,2171
chr12,68500000,2051,chr12,68500000,2009
chr12,6.9e+07,2299,chr12,6.9e+07,2439
chr12,69500000,3932,chr12,69500000,4661
chr12,7e+07,4358,chr12,7e+07,4675
chr12,70500000,4019,chr12,70500000,4499
chr12,7.1e+07,4563,chr12,7.1e+07,5168
chr12,71500000,4379,chr12,71500000,4704
chr12,7.2e+07,4464,chr12,7.2e+07,4935
chr12,72500000,4414,chr12,72500000,4995
chr12,7.3e+07,4054,chr12,7.3e+07,4438
chr12,73500000,3781,chr12,73500000,4289
chr12,7.4e+07,4931,chr12,7.4e+07,5497
chr12,74500000,3701,chr12,74500000,3991
chr12,7.5e+07,2817,chr12,7.5e+07,2838
chr12,75500000,3749,chr12,75500000,3934
chr12,7.6e+07,4455,chr12,7.6e+07,5027
chr12,76500000,5222,chr12,76500000,5986
chr12,7.7e+07,5004,chr12,7.7e+07,5659
chr12,77500000,2792,chr12,77500000,3057
chr12,7.8e+07,3378,chr12,7.8e+07,3735
chr12,78500000,2311,chr12,78500000,2414
chr12,7.9e+07,2382,chr12,7.9e+07,2624
chr12,79500000,3900,chr12,79500000,4499
chr12,8e+07,3910,chr12,8e+07,4403
chr12,80500000,3812,chr12,80500000,4602
chr12,8.1e+07,3944,chr12,8.1e+07,4546
chr12,81500000,3403,chr12,81500000,4000
chr12,8.2e+07,4323,chr12,8.2e+07,5013
chr12,82500000,4021,chr12,82500000,4718
chr12,8.3e+07,3812,chr12,8.3e+07,4139
chr12,83500000,4146,chr12,83500000,4810
chr12,8.4e+07,4386,chr12,8.4e+07,4862
chr12,84500000,4983,chr12,84500000,5826
chr12,8.5e+07,4566,chr12,8.5e+07,5477
chr12,85500000,4759,chr12,85500000,5584
chr12,8.6e+07,4503,chr12,8.6e+07,5261
chr12,86500000,4623,chr12,86500000,5482
chr12,8.7e+07,4158,chr12,8.7e+07,4871
chr12,87500000,4149,chr12,87500000,4630
chr12,8.8e+07,1643,chr12,8.8e+07,1825
chr12,88500000,3353,chr12,88500000,3630
chr12,8.9e+07,2733,chr12,8.9e+07,2890
chr12,89500000,2701,chr12,89500000,2750
chr12,9e+07,2796,chr12,9e+07,2837
chr12,90500000,2669,chr12,90500000,2611
chr12,9.1e+07,2910,chr12,9.1e+07,2874
chr12,91500000,3892,chr12,91500000,4060
chr12,9.2e+07,4652,chr12,9.2e+07,4964
chr12,92500000,2599,chr12,92500000,2666
chr12,9.3e+07,2467,chr12,9.3e+07,2429
chr12,93500000,2428,chr12,93500000,2252
chr12,9.4e+07,2141,chr12,9.4e+07,2127
chr12,94500000,2440,chr12,94500000,2260
chr12,9.5e+07,2405,chr12,9.5e+07,2352
chr12,95500000,2405,chr12,95500000,2265
chr12,9.6e+07,2839,chr12,9.6e+07,2901
chr12,96500000,2141,chr12,96500000,2086
chr12,9.7e+07,2338,chr12,9.7e+07,2257
chr12,97500000,2432,chr12,97500000,2417
chr12,9.8e+07,3093,chr12,9.8e+07,3198
chr12,98500000,3913,chr12,98500000,4222
chr12,9.9e+07,4254,chr12,9.9e+07,4548
chr12,99500000,5232,chr12,99500000,6032
chr12,1e+08,5224,chr12,1e+08,6116
chr12,100500000,4465,chr12,100500000,5489
chr12,1.01e+08,3881,chr12,1.01e+08,4389
chr12,101500000,2003,chr12,101500000,2219
chr12,1.02e+08,2937,chr12,1.02e+08,3265
chr12,102500000,3502,chr12,102500000,4313
chr12,1.03e+08,4384,chr12,1.03e+08,4769
chr12,103500000,4301,chr12,103500000,5095
chr12,1.04e+08,2060,chr12,1.04e+08,2216
chr12,104500000,2284,chr12,104500000,2763
chr12,1.05e+08,4472,chr12,1.05e+08,5413
chr12,105500000,4429,chr12,105500000,5544
chr12,1.06e+08,4300,chr12,1.06e+08,5200
chr12,106500000,4861,chr12,106500000,5865
chr12,1.07e+08,4085,chr12,1.07e+08,4858
chr12,107500000,4291,chr12,107500000,4732
chr12,1.08e+08,4556,chr12,1.08e+08,5535
chr12,108500000,4813,chr12,108500000,5735
chr12,1.09e+08,4710,chr12,1.09e+08,5555
chr12,109500000,3218,chr12,109500000,3939
chr12,1.1e+08,4327,chr12,1.1e+08,4885
chr12,110500000,4957,chr12,110500000,5695
chr12,1.11e+08,5613,chr12,1.11e+08,6652
chr12,111500000,5141,chr12,111500000,6295
chr12,1.12e+08,4870,chr12,1.12e+08,5970
chr12,112500000,4796,chr12,112500000,5889
chr12,1.13e+08,4449,chr12,1.13e+08,5904
chr12,113500000,2850,chr12,113500000,3412
chr12,1.14e+08,1582,chr12,1.14e+08,1599
chr12,114500000,896,chr12,114500000,923
chr12,1.15e+08,1171,chr12,1.15e+08,1137
chr12,115500000,733,chr12,115500000,722
chr12,1.16e+08,1271,chr12,1.16e+08,1278
chr12,116500000,2305,chr12,116500000,2590
chr12,1.17e+08,2234,chr12,1.17e+08,2503
chr12,117500000,3368,chr12,117500000,3776
chr12,1.18e+08,3273,chr12,1.18e+08,3642
chr12,118500000,3059,chr12,118500000,3210
chr12,1.19e+08,3128,chr12,1.19e+08,3236
chr12,119500000,2183,chr12,119500000,2211
chr12,1.2e+08,2132,chr12,1.2e+08,2212
chr13,3500000,3422,chr13,3500000,3772
chr13,4e+06,3178,chr13,4e+06,3569
chr13,4500000,2189,chr13,4500000,2295
chr13,5e+06,1877,chr13,5e+06,1941
chr13,5500000,2325,chr13,5500000,2237
chr13,6e+06,2873,chr13,6e+06,3185
chr13,6500000,2984,chr13,6500000,3077
chr13,7e+06,3184,chr13,7e+06,3428
chr13,7500000,2621,chr13,7500000,2628
chr13,8e+06,2461,chr13,8e+06,2380
chr13,8500000,2858,chr13,8500000,3117
chr13,9e+06,3715,chr13,9e+06,4043
chr13,9500000,3413,chr13,9500000,3567
chr13,1e+07,3431,chr13,1e+07,3873
chr13,10500000,2616,chr13,10500000,2776
